-16,0,0,320,240,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,5,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,5,30,225,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,30,600,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,5,45,225,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,45,600,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,60,225,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0
